Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Зінченко,Павло,Федорович,Чоловік,1947-12-10,Фольклорист,місто Черкаси,"вулиця Золотий берег, буд. 45 кв. 1, Кам'янське, 42050",031 019 38 29,zavramenko@example.com
Романчук,Володимир,Дмитрович,Чоловік,1989-12-01,Філолог,село Запоріжжя,"парк Привозна, буд. 74, Сіверськ, 71306",626 56 96,ielyseitiahnybok@example.org
Парасюк,Гаврило,Іванович,Чоловік,1973-03-15,Підприємець,селище Городок,"шосе Теплична, буд. 7 кв. 0, Сіверськ, 64456",+380 48 111 33 65,boleslav81@example.net
Гайдабура,Юстим,Павлович,Чоловік,1974-08-14,Живописець,селище Харків,"вулиця Ланжеронівський узвіз, буд. 208 кв. 35, Богодухів, 67217",056 178 72 92,tymofii57@example.com
Притула,Леонтій,Юрійович,Чоловік,1989-03-26,Флорист,хутір Вишневе ,"парк Тульська, буд. 571, Радомишль, 25637",+380 79 061 97 44,iustynaieshchenko@example.com
Євтушенко,Семен,Андрійович,Чоловік,1984-12-07,Програміст,місто Дрогобич,"провулок Василя Кандинського, буд. 30 кв. 04, Часів Яр, 55172",982-48-92,alinaiukhymenko@example.net
Павленко,Панас,Федорович,Чоловік,1995-04-17,Ювелір,селище Ірміно,"набережна Степана Олійника узвіз, буд. 004 кв. 195, Бориспіль, 79545",+380 74 567 69 21,ievakhudobiak@example.com
Ґерус,Валерій,Юрійович,Чоловік,1997-02-15,Хореограф,село Українськ,"сквер Комітетська, буд. 682 кв. 232, Тисмениця, 02088",+380 34 668 21 84,sdavymuka@example.net
Товстоліс,Мирон,Юрійович,Чоловік,1968-09-20,Етнограф,село Бобринець,"парк Азербайджан, буд. 471 кв. 98, Коростишів, 87139",043 719-55-51,iermolenkoiryna@example.net
Хмара,Андрій,Григорович,Чоловік,1972-04-21,Ботанік,місто Красилів,"сквер Пестеля, буд. 704, Подільськ, 69957",+380 16 692 20 53,fpryimak@example.org
Слюсар,Тимофій,Степанович,Чоловік,1963-11-22,Ді-джей,село Богодухів,"набережна Єнісейська, буд. 437 кв. 862, Володимир-Волинський, 13860",078 236 44 71,deinekastanislav@example.com
Яценко,Валерій,Богданович,Чоловік,1976-02-02,Мікробіолог,селище Охтирка,"сквер Лесі Українки, буд. 684, Дубляни, 99259",009 042 91 16,stepanlytvynenko@example.com
Щорс,Йосип,Олексійович,Чоловік,1972-10-14,Клавішник,місто Іллінці,"площа Академіка Вільямса, буд. 9 кв. 71, Нікополь, 44776",028 16 49,alevtyn23@example.net
Вишиваний,Яків,Володимирович,Чоловік,1940-08-11,Економіст,місто Нове Давидково,"провулок Подільська, буд. 45 кв. 83, Ладижин, 76981",+380 65 526 37 95,yolifirenko@example.com
Туркало,Симон,Юрійович,Чоловік,1994-04-17,Мікробіолог,хутір Радивилів,"сквер Київське, буд. 0 кв. 291, Новояворівськ, 41172",369-33-65,havrylenkoeduard@example.net
Бабич,Артем,Павлович,Чоловік,1953-04-21,Кур'єр,село Білгород-Дністровський,"проспект Косвена, буд. 04, Тараща, 43367",079 545-04-81,amvrosiizharko@example.org
Яремчук,Леон,Дмитрович,Чоловік,1987-06-23,Хореограф,хутір Хрустальний,"провулок Академіка Вавилова, буд. 443 кв. 37, Борщів, 13115",462-64-85,dievtushenko@example.com
Рудик,Гордій,Олегович,Чоловік,1990-09-01,Швачка,селище Кобеляки,"набережна Аркадіївський, буд. 0, Коломия, 95761",483 54 37,serhii07@example.org
Шовкопляс,Богодар,Юрійович,Чоловік,1948-03-11,М'ясник,село Золоте,"вулиця Розумовський 1-й, буд. 43, Збараж, 56773",+380 (35) 275-61-60,mariana44@example.org
Вернигора,Гордій,Петрович,Чоловік,1997-02-28,Нотаріус,село Жидачів,"узвіз Пересипська 6-та, буд. 2 кв. 4, Чернівці, 15009",014 103 56 76,tderhach@example.net
Павличенко,Едуард,Степанович,Чоловік,1977-04-06,Економіст,селище Чоп,"парк Москеті, буд. 27, Тульчин, 80990",+380 46 257-05-40,leopoldsalii@example.com
Артимович,Остап,Вікторович,Чоловік,1978-06-03,Візажист,село Іловайськ,"узвіз Канатна, буд. 16 кв. 309, Рожище, 48958",012 864 91 94,mchekaliuk@example.net
Рябченко,Пилип,Олегович,Чоловік,1942-08-31,Краєзнавець,хутір Севастополь,"вулиця Курська, буд. 782, Херсон, 48720",041 781 87 70,jiurchyshyn@example.com
Євдокименко,Ігор,Федорович,Чоловік,1975-11-21,Кінокритик,село Решетилівка,"проспект Нафтовиків, буд. 6, Кодима, 22337",+380 01 184 75 16,iilchenko@example.com
Ільєнко,Леон,Дмитрович,Чоловік,1946-12-25,Паралегал,хутір Немирів,"парк Лінія 27-ма, буд. 377, Вільнянськ, 21980",+380 (70) 449-56-25,anastasiia54@example.com
Архипенко,Леонтій,Дмитрович,Чоловік,1983-07-27,Стропальник,хутір Монастирище,"узвіз Миколи Боровського, буд. 1, Брянка, 06697",045 062 48 80,iaroslaviarema@example.com
Баштан,Олександр,Михайлович,Чоловік,1943-11-14,Фермер,місто Бар,"шосе Куликове поле, буд. 1, Лиман , 70313",+380 (14) 679-69-95,iefremieremenko@example.org
Назаренко,Мирон,Сергійович,Чоловік,2002-10-30,Локсмайстер,селище Вишневе ,"вулиця Варненська, буд. 778 кв. 0, Горохів, 17802",606 99 94,hennadii77@example.org
Єсипенко,Остап,Богданович,Чоловік,2003-10-21,Астронавт,місто Жданівка,"набережна Асташкіна, буд. 8, Сокиряни, 01594",+380 19 258-24-05,drozdenkofrants@example.org
Івасюк,Борис,Петрович,Чоловік,1956-01-07,Фотограф,місто Дубно,"провулок Володі Дубініна, буд. 379, Макіївка, 60188",+380 32 557 74 34,czasiadko@example.com
Сомко,Владислав,Сергійович,Чоловік,1981-06-30,Етнограф,село Нікополь,"площа Каховський, буд. 4 кв. 2, Старий Самбір, 38682",+380 (31) 889-78-03,kovalenkosofiia@example.org
Щербань,Гліб,Олександрович,Чоловік,1952-12-03,Ботанік,хутір Гнівань,"провулок Хутірська, буд. 0, Старобільськ, 74757",001-07-69,vasylenkoanita@example.net
Тичина,Вʼячеслав,Дмитрович,Чоловік,1969-06-12,Електротехнік,місто Вижниця,"вулиця Селекційний, буд. 82, Коростень, 62212",049 138 02 84,kolodubzorian@example.com
Тихий,Хома,Васильович,Чоловік,1984-01-14,Музикознавець,селище Хрустальний,"парк Героїв оборони Одеси, буд. 538 кв. 185, Світловодськ, 75340",+380 71 065-27-48,ratroshchenko@example.com
Товстуха,Леонтій,Володимирович,Чоловік,1949-12-29,Намотувальник,місто Буринь,"площа Братська, буд. 969, Пирятин, 49634",+380 32 098 16 51,neporozhniikamilla@example.org
Уманець,Кирило,Олегович,Чоловік,1941-10-04,Льотчик,місто Южне,"площа Санітарна, буд. 2, Бар, 46889",832-24-21,qdurdynets@example.net
Вернидуб,Олег,Андрійович,Чоловік,1966-07-13,Підприємець,місто Херсон,"проспект Володі Дубініна, буд. 64 кв. 631, Інкерман, 02983",214-53-83,illiapiatachenko@example.com
Кабаненко,Ілля,Володимирович,Чоловік,1978-09-28,Шериф,село Антрацит ,"сквер Улітіна, буд. 09 кв. 3, Ходорів, 84043",360-74-82,shelestboryslav@example.org
Христич,Тарас,Володимирович,Чоловік,1948-01-17,Живописець,місто Першотравенськ,"набережна Лінія 45-та, буд. 9 кв. 9, Конотоп, 32392",009 076 34 13,fedirpanchuk@example.com
